6.0,-89.0,89.0,-84.0,63.0,-100.0,32.0,-110.0,83.0,5.0,57.0,-11.0,26.0,-21.0,-26.0,-16.0,-57.0,-26.0,-31.0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.0,-89.0,92.0,-80.0,64.0,-96.0,36.0,-106.0,83.0,9.0,55.0,-7.0,27.0,-17.0,-28.0,-16.0,-56.0,-26.0,-28.0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.0,-92.0,98.0,-74.0,74.0,-92.0,45.0,-106.0,77.0,18.0,53.0,0.0,24.0,-14.0,-24.0,-18.0,-53.0,-32.0,-29.0,-14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.0,-87.0,101.0,-71.0,77.0,-89.0,48.0,-103.0,81.0,16.0,57.0,-2.0,28.0,-16.0,-24.0,-18.0,-53.0,-32.0,-29.0,-14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.0,-86.0,103.0,-68.0,79.0,-88.0,50.0,-102.0,84.0,18.0,60.0,-2.0,31.0,-16.0,-24.0,-20.0,-53.0,-34.0,-29.0,-14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.0,-87.0,103.0,-68.0,78.0,-90.0,52.0,-101.0,81.0,19.0,56.0,-3.0,30.0,-14.0,-25.0,-22.0,-51.0,-33.0,-26.0,-11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.0,-86.0,103.0,-70.0,79.0,-90.0,50.0,-103.0,82.0,16.0,58.0,-4.0,29.0,-17.0,-24.0,-20.0,-53.0,-33.0,-29.0,-13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.0,-90.0,104.0,-69.0,80.0,-89.0,51.0,-103.0,77.0,21.0,53.0,1.0,24.0,-13.0,-24.0,-20.0,-53.0,-34.0,-29.0,-14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.0,-86.0,105.0,-64.0,78.0,-90.0,52.0,-101.0,84.0,22.0,57.0,-4.0,31.0,-15.0,-27.0,-26.0,-53.0,-37.0,-26.0,-11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.0,-79.0,113.0,-56.0,90.0,-78.0,62.0,-92.0,77.0,23.0,54.0,1.0,26.0,-13.0,-23.0,-22.0,-51.0,-36.0,-28.0,-14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.0,-73.0,108.0,-55.0,85.0,-75.0,56.0,-90.0,82.0,18.0,59.0,-2.0,30.0,-17.0,-23.0,-20.0,-52.0,-35.0,-29.0,-15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.0,-74.0,108.0,-54.0,83.0,-76.0,56.0,-89.0,83.0,20.0,58.0,-2.0,31.0,-15.0,-25.0,-22.0,-52.0,-35.0,-27.0,-13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.0,-78.0,107.0,-54.0,83.0,-76.0,56.0,-90.0,77.0,24.0,53.0,2.0,26.0,-12.0,-24.0,-22.0,-51.0,-36.0,-27.0,-14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.0,-80.0,106.0,-52.0,83.0,-73.0,56.0,-88.0,78.0,28.0,55.0,7.0,28.0,-8.0,-23.0,-21.0,-50.0,-36.0,-27.0,-15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.0,-75.0,106.0,-53.0,81.0,-76.0,56.0,-89.0,80.0,22.0,55.0,-1.0,30.0,-14.0,-25.0,-23.0,-50.0,-36.0,-25.0,-13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.0,-78.0,100.0,-61.0,74.0,-83.0,47.0,-94.0,81.0,17.0,55.0,-5.0,28.0,-16.0,-26.0,-22.0,-53.0,-33.0,-27.0,-11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.0,-79.0,105.0,-60.0,79.0,-80.0,51.0,-93.0,78.0,19.0,52.0,-1.0,24.0,-14.0,-26.0,-20.0,-54.0,-33.0,-28.0,-13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.0,-73.0,102.0,-53.0,76.0,-74.0,48.0,-87.0,81.0,20.0,55.0,-1.0,27.0,-14.0,-26.0,-21.0,-54.0,-34.0,-28.0,-13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0,-66.0,101.0,-53.0,76.0,-73.0,46.0,-86.0,86.0,13.0,61.0,-7.0,31.0,-20.0,-25.0,-20.0,-55.0,-33.0,-30.0,-13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.0,-67.0,105.0,-53.0,80.0,-74.0,50.0,-87.0,86.0,14.0,61.0,-7.0,31.0,-20.0,-25.0,-21.0,-55.0,-34.0,-30.0,-13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.0,-85.0,114.0,-65.0,89.0,-85.0,59.0,-99.0,80.0,20.0,55.0,0.0,25.0,-14.0,-25.0,-20.0,-55.0,-34.0,-30.0,-14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.0,-81.0,109.0,-65.0,85.0,-85.0,58.0,-98.0,81.0,16.0,57.0,-4.0,30.0,-17.0,-24.0,-20.0,-51.0,-33.0,-27.0,-13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.0,-80.0,109.0,-68.0,83.0,-86.0,55.0,-99.0,88.0,12.0,62.0,-6.0,34.0,-19.0,-26.0,-18.0,-54.0,-31.0,-28.0,-13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.0,-79.0,106.0,-70.0,81.0,-91.0,52.0,-101.0,85.0,9.0,60.0,-12.0,31.0,-22.0,-25.0,-21.0,-54.0,-31.0,-29.0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.0,-85.0,97.0,-85.0,69.0,-104.0,39.0,-111.0,84.0,0.0,56.0,-19.0,26.0,-26.0,-28.0,-19.0,-58.0,-26.0,-30.0,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.0,-82.0,100.0,-75.0,74.0,-93.0,43.0,-103.0,88.0,7.0,62.0,-11.0,31.0,-21.0,-26.0,-18.0,-57.0,-28.0,-31.0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.0,-82.0,103.0,-70.0,77.0,-89.0,47.0,-99.0,83.0,12.0,57.0,-7.0,27.0,-17.0,-26.0,-19.0,-56.0,-29.0,-30.0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-26.0,156.0,48.0,107.0,21.0,140.0,-10.0,164.0,74.0,-49.0,47.0,-16.0,16.0,8.0,-27.0,33.0,-58.0,57.0,-31.0,24.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-26.0,157.0,46.0,107.0,18.0,142.0,-12.0,164.0,72.0,-50.0,44.0,-15.0,14.0,7.0,-28.0,35.0,-58.0,57.0,-30.0,22.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
